actual,predicted,probability
0,0,0.050766529360659694
1,0,0.11655144204841235
0,0,0.2061559777223171
0,0,0.04906195353012487
0,0,0.20431699781029572
0,0,0.2244698055866244
0,1,0.6020250177862313
0,0,0.20516346708322594
1,1,0.2504104452264992
1,0,0.20500007734787654
0,0,0.22662706969362587
0,0,0.21735939784658956
0,0,0.12731577504613725
0,0,0.0918402719879257
1,0,0.1740698589347789
1,1,0.38975181725021885
0,0,0.09725459148859983
1,1,0.4287896130132658
0,0,0.0700570717853041
0,0,0.19096813785388544
0,0,0.11563422819225254
0,0,0.002009620959745039
1,0,0.2151224239308557
0,0,0.17502608391481628
0,0,0.19023427370704887
0,0,0.11379958185805478
0,1,0.25366221506647285
0,0,0.0514743157586875
0,0,0.14368990371527499
0,0,0.19624657286910352
0,1,0.6272685768223427
0,0,0.2441499322307129
0,0,0.19903815134031516
0,1,0.25027341213294363
0,0,0.050000846632181024
1,1,0.47976814981644944
0,0,0.20127304529288187
0,0,0.21891252492421048
0,0,0.11198344121891667
0,0,0.05008778242304076
1,0,0.1907939286292769
0,1,0.35125136477190155
0,0,0.23367878113791737
1,0,0.20734508491729411
0,0,0.1310769885210282
0,1,0.27315942703772694
0,0,0.24851839485995397
0,0,0.19444326545084847
1,1,0.4494441999373415
0,0,0.2202872024336148
1,0,0.044172307823964106
0,0,0.0714141268678463
0,1,0.49690365603722386
1,1,0.5808203710352876
0,0,0.190327121029371
0,0,0.1869503494795432
1,0,0.24824756187714547
0,0,0.24112815803803528
1,0,0.24633456946330562
0,0,0.1458169994091373
0,0,0.1720138267579922
0,0,0.20642041153223942
0,0,0.1947649134177848
0,1,0.2546036571179178
0,0,0.18573073800631754
1,1,0.40432730922402466
0,0,0.20465993497567123
0,0,0.12258878643588647
1,0,0.2183017771059024
0,1,0.267323566254057
0,0,0.09657570318985119
0,0,0.2099688896804304
0,0,0.22879324395969994
0,0,0.23295073878944195
0,0,0.14591868130338792
0,0,0.18226471612140682
0,0,0.08438445391553273
0,1,0.2721346322847817
0,0,0.11368533023990705
1,0,0.19302228753020373
0,0,0.18144422135036237
0,0,0.22733313540660152
0,0,0.20196737165021
0,0,0.22162486967327016
0,1,0.2983478591271946
0,1,0.4331442254887742
0,0,0.2212590307574862
0,0,0.2455451035774612
0,1,0.2620591151412473
0,0,0.15905510736180062
0,0,0.17874296381272242
0,0,0.21480500959361384
0,0,0.24880129331956508
0,0,0.15648330598485488
0,0,0.20212248862408755
0,0,0.207777531430809
0,0,0.23631479458372584
0,0,0.050488625981521165
0,0,0.2163044238660155
1,1,0.29418945623693726
0,0,0.04431965893524217
0,0,0.20801778298881526
1,1,0.40048182003948407
0,0,0.19962416980990544
0,0,0.05512596626085163
0,1,0.2657970963165379
0,0,0.21489644611516084
1,0,0.11446957782845212
1,1,0.5241855826832031
0,0,0.21025022441425842
1,0,0.18813255325811606
0,0,0.08993010456446232
0,0,0.046179123238051005
0,1,0.508004358432887
1,0,0.12332284684829935
0,0,0.24999383477458403
0,0,0.2295386590224198
0,0,0.1326007044809203
1,1,0.25044614420183087
0,0,0.07619493421677197
0,0,0.05797266254144467
0,0,0.20248837352474847
0,0,0.19485451325764735
0,0,0.20176659481293355
0,0,0.20169734033627384
0,1,0.4173468468059646
0,0,0.0926262141857287
0,0,0.2065908418404743
0,0,0.09988903887856049
0,0,0.08968439458423041
0,0,0.10514191046051513
1,0,0.22663689545516613
0,0,0.05774720797294984
0,0,0.2428085021804509
0,0,0.2390260555559166
0,0,0.20948693144423047
1,1,0.5828528496203018
0,1,0.3793004045790727
0,0,0.2241940184560102
0,0,0.04038401483600846
0,0,0.17185701238814508
0,0,0.19896145833136047
0,0,0.0769110244192908
0,0,0.09399402855881704
1,0,0.14944434346700472
1,0,0.04133001046832442
0,0,0.1100836015461366
0,1,0.25366221506647285
0,0,0.2228102640217403
1,1,0.5831526262671552
1,1,0.25181789502640034
0,0,0.05581593688841201
1,0,0.15118226993414496
1,1,0.5591644884182353
0,0,0.21499822404455965
1,1,0.5637534331947724
0,0,0.16843515214445934
0,0,0.21179481440648265
0,1,0.2504382261231441
0,0,0.22942064200327206
0,0,0.22885597568153038
0,0,0.1663884375284369
0,1,0.32562257000001776
0,0,0.10907943946905149
0,0,0.22364233321053864
0,0,0.10331002701268722
0,1,0.28380082161269654
0,0,0.21454783566317293
0,1,0.4407458605238756
1,1,0.2832186484433471
0,0,0.10357161520790949
0,0,0.09595855345625716
0,0,0.10359627057191381
0,0,0.22522075481292989
0,0,0.07620452192096196
0,0,0.012674766576074494
1,1,0.43528578152034103
1,1,0.653418358335325
1,1,0.2555279886625409
0,0,0.1090896844888218
1,0,0.24060547293579287
1,0,0.04796382578499571
0,0,0.0429540451001731
0,0,0.11947455419731336
0,0,0.08640015450575826
0,0,0.1499090929561256
0,0,0.17439435238784062
0,0,0.23515579078520257
0,0,0.13507860828746437
0,0,0.24197229477308282
0,0,0.24173082309315688
0,0,0.04305341485241245
0,0,0.16907988835437135
0,0,0.06948444649387267
0,0,0.12318372454315889
0,0,0.09801516443425258
1,0,0.13379243477612934
0,0,0.21858905183702268
0,0,0.1651951815090417
0,0,0.04874523509235815
1,0,0.04934942715887581
0,0,0.027998363123892627
0,0,0.13736365544392592
0,0,0.1998796402254021
1,1,0.29294818974911374
0,0,0.21432302537316233
0,0,0.17555698567848063
1,0,0.10813869392959775
0,0,0.09066288909299981
1,0,0.04021508391424036
1,1,0.4795395644810734
0,0,0.13960188872411647
0,0,0.23050269259792644
0,0,0.24981857402151317
0,1,0.45782237039252793
1,0,0.23015670576348493
0,1,0.5505584101287803
0,1,0.4404387891861824
0,0,0.14229535320055664
0,0,0.2168618336584564
1,1,0.4498346239555874
0,0,0.04804668981465028
0,0,0.22087475634465095
0,0,0.19399438273422373
0,0,0.12149548037489626
0,0,0.1872412844357109
0,1,0.27867637087071795
0,0,0.221649770444425
0,0,0.13920185127563828
0,1,0.3009176446884843
0,0,0.2213361234248037
1,0,0.21244458574990735
1,1,0.45997902049532136
0,0,0.2074448844990973
0,0,0.171811441314848
0,0,0.2255899367403382
0,0,0.24287577018066311
0,0,0.10551095668373064
0,0,0.18061741291246197
1,0,0.17367980347359413
0,0,0.1836658262300523
0,1,0.2772469105796182
1,1,0.2671414690655937
1,0,0.23149225831812595
0,0,0.2361095748473718
0,0,0.15089844959129917
0,1,0.25294039761501735
0,0,0.17498722197194733
0,0,0.21941926739985412
0,0,0.22123967351304444
0,0,0.24629122474941567
0,0,0.10018541031117006
1,1,0.5313923871625822
0,0,0.22869133710942208
0,1,0.5506716006734158
0,0,0.22144105943701978
0,0,0.1895904732312871
0,0,0.14254674956150964
0,0,0.11406874128077939
0,0,0.18394344580687702
0,0,0.04246435233562524
0,0,0.20823351855364183
1,1,0.4823503657272539
1,1,0.47266991225808436
0,0,0.0383560488987477
0,0,0.21545984010231742
0,0,0.09211988466297306
0,0,0.022632444775187718
0,1,0.4123763337743861
1,0,0.052730919351654706
0,1,0.622792303546145
0,0,0.18404098585137194
0,0,0.05024064473477204
0,0,0.09838193668311102
0,0,0.22427951584441186
0,0,0.06792791270093576
0,0,0.09738101697892733
0,1,0.2994745776496125
0,0,0.23759145711310417
0,0,0.23125418308947618
1,0,0.11032068813116984
0,0,0.1537807995070636
0,0,0.1975611412905343
0,1,0.6367823155439173
1,0,0.2395260148060244
0,0,0.2324186485917421
0,0,0.22055588371633897
1,1,0.40407128704786993
1,0,0.1527066997545349
1,1,0.5330316593786316
0,0,0.194441219072274
0,0,0.12411659772315053
0,0,0.06701843126937058
1,1,0.5977288309149057
0,0,0.18081267632953077
0,0,0.053584167072290814
1,1,0.6717205297892839
0,0,0.034666445622092576
0,0,0.11138457038695908
1,1,0.5511905989375332
0,0,0.12067979489630244
1,0,0.04639519540915241
0,1,0.28943619932082926
1,1,0.592625388661314
1,1,0.2776324592790736
0,0,0.23193565343330771
0,0,0.24764576649277673
1,1,0.5435226312036475
0,0,0.2119967986575925
0,0,0.19059122317003585
0,0,0.0913786057361437
1,1,0.9127589869397166
0,0,0.17945534717110054
1,1,0.4358644492130354
1,1,0.26717996967026686
1,1,0.4758820971615934
0,1,0.2567135268483204
0,0,0.01926777708518166
0,0,0.22283137166697228
0,0,0.1137328101368696
1,1,0.5504917080127618
0,0,0.09813510506880158
0,0,0.18884509372981373
1,0,0.22171785081353984
0,0,0.20539865958311326
0,0,0.04876533886359872
0,0,0.15463270020179876
0,1,0.49732929432479656
1,0,0.07587465418085178
0,0,0.07441818948403792
1,0,0.18385543901742943
1,1,0.41264666914405007
0,0,0.21592129906774282
1,0,0.2144395338881452
0,1,0.3228115035316079
0,0,0.23060399162152198
0,0,0.2210366093991691
0,0,0.056796463375439595
0,1,0.4368779063856547
1,0,0.12651557900153185
0,0,0.23357893791343373
0,0,0.12587867936929045
0,0,0.10018033088484882
0,0,0.02456506477212897
0,0,0.11317387826634792
0,0,0.22387947580567455
1,0,0.19066014876997767
0,0,0.18405895632874147
0,0,0.19234728853285862
0,0,0.19190155359158756
0,0,0.08136216427944705
0,0,0.12144576107876871
0,0,0.14078460123716857
0,0,0.21549925934951955
0,0,0.08969851897068987
0,1,0.27674232009492905
1,1,0.5654465628667878
0,1,0.2702907274345409
0,0,0.152824010944848
0,0,0.13097995889614197
0,0,0.16789892876111082
0,0,0.07462230130776207
0,1,0.25626891805724306
0,0,0.03469350102113703
0,0,0.2198054591443901
1,1,0.6128082863679918
0,1,0.25317596884158133
0,0,0.22885252435191278
0,0,0.1759981600426371
0,0,0.14491748684205136
0,0,0.04976323581236925
1,0,0.22169188075961183
0,1,0.28353418004464964
0,0,0.08234432942547776
0,0,0.18978864907796725
0,0,0.18572602506714492
0,1,0.2742211339695482
1,1,0.6025846999081796
1,1,0.7357707562639629
1,1,0.5900930007647399
1,0,0.08271478429972115
0,0,0.16166866866614651
1,0,0.24222114187688318
0,0,0.16147155848919592
0,0,0.21724131917466666
0,0,0.10738138741616496
0,0,0.22312792910448256
0,0,0.08285449013905799
0,0,0.05637487040803437
0,0,0.10740260326747629
1,1,0.26844805581202763
0,0,0.11844216559588402
0,0,0.2032748227890016
1,0,0.04419917968270217
0,0,0.10176500086791433
1,1,0.4194789979159506
0,0,0.16901382572356408
0,0,0.1971790608104155
0,0,0.006571159391398879
0,0,0.22515800273285944
0,0,0.083984916763652
0,0,0.2369068204959694
1,1,0.7586680710138979
0,0,0.21381602654718462
0,1,0.5925161713517395
0,0,0.19258127367523864
0,0,0.2432794768999487
0,0,0.15312111133531317
0,1,0.2685293128111701
0,0,0.13891337620621494
1,0,0.09213998044598813
0,0,0.08655418216814216
0,0,0.09335411087735355
0,0,0.15697081014998784
0,0,0.24085128487097865
0,0,0.21337266845528663
0,0,0.21097850281648733
0,1,0.2571810810580922
0,0,0.1332849641854947
0,0,0.1744481238809052
0,0,0.20740500991132835
0,0,0.03473846287635268
1,0,0.2369488365801175
0,0,0.055785376777002724
0,0,0.19984154394397843
0,0,0.14882281436524902
0,0,0.036166147419034615
0,0,0.2105058178094789
0,0,0.12228848626948524
0,0,0.21691652576683204
1,0,0.11872144302251839
1,1,0.5406309846372127
0,1,0.2724915545064183
1,0,0.2438203584353647
0,0,0.1562365905376743
0,0,0.05330135813920247
0,0,0.10572041325963527
0,0,0.013817502539150626
1,0,0.22501514184433177
0,0,0.2227269578441224
0,0,0.1966727019980098
0,0,0.10047623604694933
1,0,0.1605030306250872
0,0,0.18925311286273372
0,0,0.19780052646463497
0,0,0.18759072042220318
0,1,0.25340745704148687
0,0,0.10859964192407365
0,1,0.25054604691570986
0,0,0.24887629276716544
0,0,0.2342791151081457
0,0,0.18861895256305491
0,0,0.17970480102817804
1,1,0.35839284618261896
1,1,0.3517460713873049
0,0,0.2156608732731341
1,1,0.4442399057215279
0,0,0.18475449373146066
0,0,0.21269168837458538
0,1,0.2705815177009523
0,0,0.0953351012135581
0,0,0.10475775839984261
0,0,0.10352032112071799
0,0,0.1105685619777572
0,1,0.7580635531335033
0,0,0.05514980943521245
0,0,0.044255684160840456
1,0,0.04963539775166182
0,0,0.17457714712636344
1,1,0.7170120233790085
1,0,0.23986296844435498
0,0,0.20053623852945182
0,0,0.2281483276388575
0,0,0.2151397645573027
0,1,0.5877505333463634
0,0,0.20984689958899688
1,1,0.6121722770758584
0,0,0.032770777561187875
0,0,0.10795818183150167
0,1,0.37008195268022315
1,0,0.23628553708486186
0,0,0.18875551716559877
0,0,0.17999112058798325
0,0,0.19855289316079341
0,0,0.057285314127158225
0,0,0.2082489245799272
0,0,0.16342900249105644
0,0,0.21024961641141496
0,0,0.030508815130473578
0,0,0.027428633182147607
0,1,0.3102231474225098
0,0,0.19414149792656352
0,0,0.18850001943409206
0,0,0.21042996997978602
0,1,0.41398926604169783
0,0,0.058447540034806685
0,0,0.12972287840407276
0,0,0.1614949127849713
0,0,0.18108225703190256
0,0,0.043296000416726814
0,1,0.4774648147383186
0,1,0.26372934267844056
0,0,0.14206607481735983
0,0,0.09282538475290862
0,0,0.19919379084971403
0,0,0.04599194525715397
0,0,0.18968187725347388
0,1,0.5979864975985122
0,0,0.22446286719294817
0,0,0.2220151602135587
0,0,0.23430226926794354
0,0,0.11652369775872502
0,1,0.2757935281328767
0,1,0.42980118934635547
0,0,0.1625054868652076
0,0,0.19779117341488606
1,0,0.22907061906383064
1,1,0.2916649685654832
0,1,0.2625834274996286
0,0,0.2185487897406388
0,0,0.055394990447673605
0,0,0.1654076964358504
1,1,0.46612829757497903
0,0,0.18083096551904748
0,1,0.25144559125367205
0,0,0.21712585237670257
0,0,0.1752204781263293
0,0,0.2442417923368094
0,0,0.04608473714028222
0,1,0.35209107082344404
0,0,0.1750976801050791
0,0,0.24312978091743076
1,0,0.20437416074161147
0,0,0.2477217207762202
0,0,0.16707743189410268
0,1,0.3162078432309696
0,0,0.08518055221544876
1,0,0.10707803588594365
0,1,0.3511800188736821
0,0,0.16473407865141002
0,0,0.22594267084808742
0,1,0.25550297199857996
1,0,0.1129457590130252
1,0,0.2098829223694494
0,0,0.21934834080742913
0,0,0.24076494820075758
0,0,0.21655304778422682
1,1,0.5556532383591066
0,0,0.12520322894347322
0,0,0.18586717878658274
0,0,0.1741992069345738
1,1,0.8192626028493568
0,0,0.049610625165498336
0,0,0.09751000566538125
1,1,0.2939967151726243
0,0,0.21078726542006448
0,1,0.38370781649436986
0,0,0.10098890666918044
0,0,0.07592556828256306
0,0,0.04129715126158066
0,1,0.25717374755353656
0,1,0.47773842203910843
0,0,0.18640425539974576
1,1,0.7252498367899243
0,0,0.24076920341396035
1,1,0.25756543592012404
0,0,0.04761424816919357
0,0,0.16826778275454687
0,0,0.247134118466083
0,0,0.137465450040437
0,1,0.4238357828803813
1,1,0.2501283825857884
0,0,0.2149298514378907
0,0,0.15080573769550526
0,0,0.1707771578352273
1,0,0.21369642507235745
0,0,0.18771065753429828
0,0,0.17768472941939667
0,0,0.05221082796911925
0,0,0.10136123142189897
0,0,0.20857017697217947
1,0,0.16084629397154676
1,1,0.525963920251802
0,0,0.21415092493327864
0,0,0.20267890025339483
0,0,0.22597842925258177
0,0,0.07844506646948354
1,1,0.546904063414786
0,1,0.2750214825255778
0,1,0.25790696281208836
0,0,0.05135159255423642
0,0,0.08043226011089648
0,0,0.22219441368840262
0,0,0.22428228969782196
1,1,0.4890490238153772
0,0,0.2184061603934151
0,0,0.2118332171664732
0,1,0.2523454353851684
1,1,0.2832186484433471
0,0,0.1654550596904174
0,0,0.11907313476187091
0,1,0.26372934267844056
0,0,0.044858629611960535
0,0,0.08708563560264862
0,0,0.24472509950289617
0,1,0.3902604882109449
0,0,0.17387476115601516
0,0,0.2496469221534177
0,0,0.12038547472982945
0,0,0.20661617201459787
0,0,0.07510625497550526
0,0,0.17753689647131526
0,1,0.346940556503034
0,0,0.07035583705512184
1,1,0.2657970963165379
0,0,0.20413802205030657
0,0,0.05434985284563746
1,1,0.6517362536657333
0,0,0.14042417677843907
1,1,0.43219920495095643
0,0,0.23791704998623553
0,0,0.19494990177573365
1,1,0.30152431009437003
0,0,0.17146419412755043
1,0,0.2155850395236388
0,0,0.08194196862412904
1,1,0.30501041098149423
0,0,0.15797055605963922
0,0,0.22667313722048807
0,0,0.19531751558491875
0,0,0.20869042742136593
0,1,0.3491977169016657
1,1,0.3036865242353593
0,0,0.15794687046839473
0,0,0.04428674733466092
0,1,0.9635037132845891
0,0,0.23567893099363257
0,0,0.20110893424016435
0,0,0.1919785426092091
1,0,0.12744358371630715
0,0,0.15424696702833396
0,0,0.05905367365244222
0,0,0.17764826199365813
0,0,0.2269362528650876
0,0,0.11121455143095971
1,0,0.04813346435287676
0,0,0.028483308746732983
1,1,0.32124483383237296
1,0,0.2270369833574276
0,1,0.37015524348819406
0,0,0.06343269772626649
1,1,0.5359986645536912
1,1,0.509267080834402
1,1,0.28377312976539143
0,0,0.12069589896268848
1,0,0.2131907485989443
0,0,0.08086943402215195
0,0,0.23717627904662186
1,0,0.13792573061561672
0,0,0.04003166548179659
0,0,0.18123075723272913
0,0,0.24460303266780994
0,1,0.30135661572322225
0,0,0.09694256829150323
0,1,0.35701477739621945
0,0,0.10952046778171685
0,1,0.2705815177009523
0,0,0.2148536926774217
0,1,0.5079256969638081
0,0,0.153148787651357
0,1,0.5888266570400663
0,0,0.052114184142403555
0,0,0.04650599972563533
1,0,0.16680888673899813
0,0,0.21202839633122844
0,0,0.16327004159455505
0,0,0.09106336654039715
1,0,0.1984617622647184
0,0,0.2408763909566023
0,0,0.16402026430001415
1,1,0.3400212330332608
0,0,0.0601021676143184
0,1,0.5350174195817773
0,1,0.34114482549974007
0,0,0.19139567557625498
0,0,0.241512751156319
0,1,0.2695893102867125
0,0,0.16546292798025564
0,0,0.21500317930440127
0,0,0.20008410741810054
0,0,0.22882955614997574
0,0,0.22567549489769095
0,0,0.09045848819623187
0,1,0.2942496452011154
1,0,0.06059830806400175
0,1,0.33953361063389054
1,0,0.13043374213902748
1,0,0.21856719732084734
0,0,0.09476179907615603
0,0,0.15049488394003285
0,0,0.21827570339669936
0,0,0.2489766635945505
0,0,0.24163905001847785
1,1,0.3234453062801144
0,0,0.19984170881144062
0,0,0.20257055972391688
0,0,0.1808904730770695
1,1,0.2845404728459411
0,0,0.22261261115995218
0,0,0.17799930494156696
0,0,0.21534816432946086
0,0,0.08775290559124822
1,1,0.2762037169619408
0,0,0.11285798729870145
0,0,0.21646311484391195
1,1,0.3081144170570003
0,1,0.5037082718594542
0,1,0.2541700309700517
0,0,0.047941318115463316
0,0,0.09064674282932995
0,0,0.0525443093317974
0,0,0.1899513456239172
0,0,0.07546029648744193
0,0,0.21013508365071554
0,1,0.5289591326004063
1,1,0.42141231945412444
0,1,0.2509837211159454
0,0,0.22229434011596189
0,0,0.24506862665102017
0,0,0.17285786599339287
0,0,0.19070029159174953
0,1,0.6360302700763831
0,0,0.2127656958367362
0,0,0.09333570497909269
0,0,0.23818957889215162
0,0,0.09319502111074827
1,0,0.19546551922137673
0,0,0.22381754875910445
0,0,0.24102617353654698
1,0,0.20287136524910293
1,1,0.26750815668283684
0,1,0.4010140393801918
1,0,0.12339301719621719
0,0,0.10416725443940787
0,0,0.2437745352079313
1,0,0.14706812392065263
0,0,0.09851532522425371
0,0,0.12054990408922801
1,1,0.5062962671031949
0,0,0.09898042552044127
0,0,0.03820630756783675
1,1,0.41145412231844336
0,0,0.22257436546826204
0,0,0.22234084854528474
0,0,0.2156349629195385
0,1,0.2651945116863997
0,0,0.10414612550905551
0,0,0.18483538877448433
0,0,0.20270587561312475
1,1,0.2943610570198571
0,0,0.11359050407635012
0,0,0.17835328876204784
0,0,0.05264552372346732
0,0,0.11440894749811038
0,0,0.1988913011708186
1,0,0.24720705388551112
0,0,0.21202348810259802
0,0,0.19712299798886357
0,0,0.06232891380682145
0,0,0.21453825028993972
0,1,0.27395737210587556
1,0,0.0637466997362077
0,0,0.1603644129658732
1,0,0.08509621574261975
0,0,0.04604599634813651
0,0,0.1638331307748366
0,0,0.11775069630987811
0,0,0.1505386247728627
0,0,0.21262892370085368
0,0,0.22673807819361194
0,0,0.16374572225976733
1,1,0.48099460889035234
0,0,0.21095942287213665
0,0,0.20735808355232704
1,1,0.46743697381074645
0,0,0.051736804784552774
0,0,0.23078055869104036
0,0,0.08036741969256597
0,0,0.14433385901745555
0,0,0.17525266738390982
0,0,0.1968198948568006
0,1,0.3350815528811295
0,0,0.04553551378382025
0,0,0.18850935367651045
0,0,0.08734545928045019
1,1,0.5929273594592821
1,0,0.10728870870629328
1,1,0.44537493218743296
0,0,0.04728516183862097
0,0,0.24562957568130508
0,0,0.2217544494899058
0,0,0.17975514200390996
0,0,0.2265664130788825
0,0,0.18085705136506772
0,0,0.10174060570902961
0,0,0.09078739868828427
0,0,0.11046295755238576
0,0,0.05107951165651356
1,0,0.19499415727130015
0,0,0.10488832861950248
0,0,0.17090988378334498
0,0,0.19695987892444144
0,0,0.04154278312846101
0,0,0.23218107604446772
0,0,0.18036195164243135
0,0,0.05153731706701224
0,0,0.1197233229719913
0,0,0.028600242142047125
0,0,0.10588710769141156
0,1,0.5811972407024985
0,1,0.44188873337004503
0,0,0.21708973777893162
0,0,0.09191207958746221
0,0,0.06511255260980482
0,0,0.057546131094977984
0,0,0.07973149246361771
0,1,0.4231205246965798
0,0,0.179137161528035
0,0,0.03842797049366303
0,0,0.17284034792199288
0,0,0.19924643710150694
0,0,0.06790831925228658
0,0,0.079308828997041
0,0,0.15937032716556018
1,1,0.25033131709222695
0,0,0.24280707071532773
0,0,0.17471370317026683
0,0,0.09347470473946998
1,0,0.24853424876651947
0,0,0.04988930854232306
0,0,0.21922776853260317
0,0,0.20852247571954635
0,0,0.22825088773365174
0,1,0.42578372202442555
0,0,0.24258613121751
0,0,0.051379573716894486
0,0,0.10265981361617454
1,1,0.5282214386838473
0,0,0.1023199790573277
0,0,0.2009880065353124
0,0,0.1976453978723504
1,0,0.24849814572867912
0,0,0.11560435654021002
0,1,0.47562169231238416
0,0,0.21959165966547495
0,0,0.19374382217289707
0,0,0.12466725985380842
1,1,0.2696347600723556
0,0,0.057873894354694276
1,1,0.5090111478024454
0,0,0.10845919801721698
0,0,0.06926872158189748
1,1,0.4409457448272492
0,0,0.13560638620262075
1,0,0.1313570378900211
0,0,0.041526500787330424
1,1,0.5202334506352821
0,0,0.1290987558517667
1,0,0.19323338457991646
1,1,0.39893812257697175
0,0,0.16278346216210587
0,0,0.029661165215436703
0,0,0.17374317289462193
0,0,0.05131182256661408
0,0,0.11376250483013074
0,0,0.038315028880377924
0,1,0.2513756801518624
0,0,0.16089791282112917
0,0,0.04958763081694332
0,1,0.257241850516916
0,1,0.3826675087187075
0,0,0.1921586943209141
0,1,0.4267479889869259
0,0,0.1440878324119308
0,0,0.10237020712609571
0,0,0.09304237192183144
0,0,0.17014802639051183
0,0,0.1722718260832281
0,0,0.19496246842868
0,0,0.09647721182305206
0,0,0.21895183863582104
1,1,0.3857580891476007
0,0,0.2075975922527131
0,0,0.23373853561338298
0,0,0.18390829293545694
0,0,0.09079609412598308
0,0,0.12360593256909681
1,0,0.2031534372278117
1,1,0.388882383898739
0,0,0.19178251102467064
0,0,0.18039146459728977
0,1,0.26464297381000446
1,1,0.4991554023176307
0,0,0.09219528706361721
0,0,0.20047868057219667
0,0,0.20501038235187458
1,1,0.470380647096977
1,1,0.49616469321036916
0,0,0.2276257075226737
0,0,0.1830875030847615
0,0,0.15715478085061868
0,0,0.09558488893550963
1,0,0.22335211849261713
0,0,0.20273415842066703
0,1,0.47153945155644106
0,0,0.033726268940791136
1,1,0.37472835239363395
0,0,0.19953984427469182
1,1,0.7317007226609312
0,1,0.36664549958527537
0,0,0.1944555224207621
0,0,0.07670160915778944
0,0,0.13835544144447037
0,0,0.13517664666084916
0,0,0.10201034868402685
0,0,0.02916165645343777
0,0,0.04780760257356435
1,1,0.48681595885385076
0,0,0.10575964115278232
0,0,0.037125646654263884
0,0,0.21452670460637419
0,0,0.10138381099100972
0,0,0.09870232533615228
0,0,0.07544624378120819
1,1,0.25582738578120734
0,0,0.22556356058014687
1,1,0.3002389420753302
0,0,0.20371614104001684
1,1,0.5253864403401277
0,0,0.18197982995085896
1,1,0.27611864125702035
0,0,0.22662336979670092
0,0,0.20417136562549848
0,0,0.18190188718012903
0,0,0.09801386891182481
0,0,0.18295888940339702
0,0,0.2089508063854103
0,0,0.038891251157972165
0,0,0.10408509435414431
1,1,0.7004539206865069
1,1,0.5540400030717693
1,0,0.2315109659665379
0,1,0.27495192789470163
0,0,0.20223396234397528
0,0,0.18413424430585174
