actual,predicted,probability
0,0,0.2818313363763158
0,0,0.40376457704908225
0,0,0.48415550502301963
0,0,0.5072166633262035
0,1,0.6716688615763242
0,0,0.1574158644029842
0,0,0.5030146842442839
0,0,0.3089878036780702
1,1,0.8325392244131321
1,0,0.4062739515090214
1,1,0.7182891322389878
0,0,0.23743090488647914
0,1,0.5498538067096204
0,0,0.5076945258718932
0,0,0.32331031036071506
0,1,0.5629359621270115
0,0,0.43923451722485096
0,0,0.23243324508373334
0,0,0.3169859031932745
0,0,0.33481927304055936
0,0,0.16561918551756488
1,1,0.543542849837478
0,0,0.31277039477852653
0,0,0.43749663702917185
0,1,0.5413467254484002
0,0,0.17573436266188497
0,0,0.47025739780127757
0,0,0.32109096525416836
0,0,0.1888885156876261
0,0,0.39489005688934004
0,0,0.11681722589432023
0,0,0.32124542657027694
0,1,0.8208532179042161
0,1,0.703476179837239
0,0,0.4649419431451238
0,0,0.43976670405912954
0,0,0.2826232641700028
0,0,0.2408081941400919
0,0,0.29831598089859007
0,1,0.755315884606502
0,0,0.4432659060592187
0,0,0.16494140420132547
0,0,0.41916079529410066
0,0,0.44308170991992835
0,0,0.220644121462381
0,0,0.4147449881988691
0,0,0.36689234491940204
1,1,0.6044371997864875
0,0,0.48794530368394157
0,0,0.4217530673043987
0,0,0.37459067443360733
1,1,0.6119227313371106
0,0,0.19504789968801428
0,0,0.45993434589668913
0,0,0.4742871844231454
0,0,0.4821412383063653
0,1,0.6775153643821759
0,1,0.6073978142075023
0,0,0.19488933988179707
0,0,0.3156611045726978
1,1,0.8268279178976735
0,0,0.37456174370962253
0,0,0.4649979183218573
0,1,0.5858592281091238
1,1,0.557199994921823
0,0,0.44067463566593246
0,1,0.7696376299711899
0,0,0.4971426023048071
0,0,0.4499285545331189
0,0,0.41398529672788803
1,1,0.6726911444726024
0,0,0.19985458150963972
1,1,0.7313542531849243
0,0,0.3548992181555126
0,0,0.2873910735448588
1,1,0.7440324913372406
0,0,0.3686624973391929
1,0,0.30881431292914613
0,0,0.19375863130750157
1,1,0.7670961333888826
0,0,0.3568920055946709
1,0,0.4828321693524504
1,1,0.7633339289686013
0,0,0.397719806940727
0,0,0.15945414258345106
0,0,0.4838315956363583
0,0,0.24650480646031542
0,0,0.37793325009086326
0,0,0.15153763666565265
0,1,0.6272833015997228
0,0,0.3836521275470115
0,0,0.21811891059951447
0,1,0.5889317176357887
0,1,0.7054399271920896
0,0,0.4833192397772256
0,1,0.7738445604239813
0,0,0.43927603052377306
0,0,0.34717109844828536
0,0,0.34888894584786545
0,0,0.3777671654672785
0,0,0.41379201853091413
0,0,0.4845004475463119
0,0,0.3403232651877235
0,0,0.5142153426572051
1,1,0.7597761552285923
0,0,0.46899853419404164
0,0,0.5365343718016312
0,0,0.5113287936962014
0,0,0.315890728532007
0,0,0.378190693974616
1,0,0.4519849512404283
1,1,0.6493747564756607
0,0,0.45658985901085086
0,0,0.43057986871425097
0,0,0.5235147787676466
1,1,0.8147921809128409
0,0,0.28128538045087265
0,0,0.4208990832032745
0,0,0.4786916699937381
1,1,0.7611795931905168
1,1,0.750149952789601
0,0,0.4627791179987081
0,0,0.5313794217298387
0,0,0.4259873354632389
0,0,0.3808124955537247
1,1,0.5678899134558676
0,0,0.4996042361804589
0,1,0.7479413015390761
0,0,0.11084079389004049
1,1,0.7647293213366038
0,1,0.611805376216083
1,1,0.8932940060547341
0,1,0.6162462891071375
0,0,0.40101998924347126
0,0,0.35779390627746055
0,0,0.3971065850765636
0,0,0.48205349369070205
0,0,0.37357188185740864
0,0,0.15008220184868917
0,0,0.2447530662263823
1,1,0.7660475096860815
0,0,0.3887777579969625
0,0,0.1833752746028486
0,0,0.5336908733228127
0,0,0.340462239337059
0,0,0.3435113744583568
0,0,0.3320916780726262
1,1,0.6285728827535255
0,1,0.5813251450672959
1,1,0.6172313239111774
0,0,0.4395153721135059
1,1,0.7597890265539801
0,0,0.44905578186924977
1,1,0.5578219418108125
0,0,0.5357497715333787
0,0,0.41967903050460614
0,0,0.4341576518441392
0,0,0.3362724919184419
0,0,0.4564158825609205
0,0,0.48276287507287885
0,0,0.18399303462077757
0,0,0.32368264554777726
1,1,0.8601664488637027
1,1,0.8131161285740139
1,0,0.53652674471052
0,1,0.6287340622459949
0,0,0.42308874471142477
0,0,0.5224551107436551
1,1,0.8064401974302925
1,1,0.7219926969218606
0,0,0.49971776672448015
0,0,0.5333347887858734
0,1,0.8117160720383209
