default.payment.next.month,actual,predicted,probability
1,1,0,0.1915215
0,0,0,0.28768897
1,1,0,0.15996851
0,0,0,0.077744715
0,0,0,0.07755741
0,0,0,0.08552888
0,0,0,0.22344375
0,0,0,0.40745822
0,0,0,0.06368855
1,1,1,0.7322785
0,0,0,0.06449424
0,0,0,0.4318594
1,1,0,0.23623562
0,0,0,0.22585352
0,0,0,0.15050296
0,0,0,0.08701557
0,0,0,0.14790344
0,0,0,0.13520136
0,0,0,0.13244696
0,0,0,0.087199576
0,0,0,0.08897894
0,0,0,0.11139362
0,0,0,0.34582385
1,1,0,0.17863823
0,0,0,0.09505181
0,0,0,0.1439929
0,0,0,0.13261923
0,0,0,0.15338789
0,0,0,0.120774716
0,0,0,0.38884848
0,0,0,0.1436192
0,0,0,0.16799448
0,0,0,0.11263669
0,0,0,0.2867509
0,0,0,0.072598815
0,0,0,0.102380425
0,0,0,0.12173144
0,0,0,0.13441625
0,0,0,0.11262338
0,0,0,0.4778042
0,0,0,0.12110765
0,0,0,0.12154976
0,0,0,0.1139633
1,1,0,0.2856979
0,0,0,0.09818197
0,0,0,0.09483953
1,1,1,0.50642085
0,0,0,0.1715423
0,0,0,0.050439987
0,0,0,0.2974916
0,0,0,0.08830108
1,1,0,0.114334516
1,1,1,0.66622025
0,0,0,0.11617556
1,1,0,0.19595802
0,0,0,0.15723567
0,0,0,0.11078312
0,0,1,0.71276885
1,1,0,0.06992692
0,0,0,0.1960712
0,0,0,0.15858656
0,0,0,0.17408621
1,1,0,0.24641652
0,0,0,0.06305475
0,0,0,0.06269468
0,0,0,0.07280606
0,0,0,0.10690825
0,0,0,0.12888433
0,0,0,0.34996697
0,0,0,0.2669992
0,0,0,0.21900408
0,0,0,0.09904396
0,0,0,0.21139967
0,0,0,0.07023904
0,0,0,0.11355323
1,1,0,0.19323891
0,0,0,0.15135948
0,0,0,0.110323265
0,0,0,0.11481066
0,0,0,0.12073438
1,1,1,0.788531
0,0,0,0.3056891
0,0,0,0.1646438
0,0,0,0.06806826
0,0,0,0.11476296
0,0,0,0.0784803
0,0,0,0.118723996
0,0,0,0.14380081
1,1,0,0.08332483
1,1,0,0.18384765
0,0,0,0.1536363
0,0,0,0.37419435
0,0,0,0.04615639
1,1,1,0.71717703
1,1,0,0.22814175
0,0,0,0.20466024
1,1,0,0.31105423
1,1,1,0.7358685
0,0,0,0.11555671
1,1,1,0.7689686
0,0,0,0.068036035
0,0,0,0.14592834
0,0,0,0.16273747
0,0,0,0.19276392
0,0,0,0.11550941
0,0,0,0.3639929
0,0,0,0.27970392
0,0,0,0.289676
0,0,0,0.080118544
0,0,0,0.08687014
0,0,0,0.31296408
0,0,0,0.19411217
0,0,0,0.46996573
1,1,0,0.33831063
0,0,0,0.13842753
0,0,0,0.15068047
0,0,0,0.25377363
0,0,0,0.17494202
0,0,0,0.1331303
0,0,0,0.044935387
1,1,0,0.41597843
1,1,1,0.7043854
1,1,0,0.12922116
0,0,0,0.028795373
1,1,0,0.15305464
1,1,0,0.11023905
0,0,0,0.06646497
0,0,0,0.1334303
0,0,0,0.08633034
0,0,0,0.17031333
0,0,0,0.08544979
0,0,0,0.12270393
0,0,0,0.4303758
0,0,0,0.12882975
0,0,0,0.31090176
0,0,0,0.10014796
0,0,0,0.076410845
0,0,0,0.07940309
0,0,0,0.24727055
0,0,0,0.1549707
1,1,0,0.18273318
0,0,0,0.11266121
0,0,0,0.16025646
0,0,0,0.17679812
1,1,0,0.24200657
0,0,0,0.042730942
0,0,0,0.07963474
0,0,0,0.17040959
1,1,0,0.220628
0,0,0,0.13803507
0,0,0,0.06606848
1,1,0,0.18479252
0,0,0,0.19139698
1,1,0,0.19609979
1,1,0,0.3978762
0,0,0,0.059287284
0,0,0,0.18022041
0,0,0,0.17655638
0,0,1,0.64973414
1,1,0,0.30360845
0,0,1,0.70611966
0,0,1,0.578826
0,0,0,0.05078053
0,0,0,0.16783033
1,1,1,0.61360306
0,0,0,0.22934066
0,0,0,0.107009344
0,0,0,0.06734368
0,0,0,0.1837294
0,0,0,0.0694659
0,0,0,0.15982889
0,0,0,0.10971243
0,0,0,0.12301905
0,0,0,0.15019558
0,0,0,0.10110319
1,1,0,0.13757087
1,1,1,0.53029543
0,0,0,0.10081467
0,0,0,0.08270713
0,0,0,0.22669327
0,0,0,0.12779273
0,0,0,0.13688682
0,0,0,0.11261306
1,1,0,0.047327545
0,0,0,0.037590906
0,0,0,0.3376676
1,1,0,0.29375693
1,1,0,0.259524
0,0,0,0.11504111
0,0,0,0.09921389
0,0,0,0.20387009
0,0,0,0.114355564
0,0,0,0.12310561
0,0,0,0.11658407
0,0,0,0.1256863
0,0,0,0.18483627
1,1,1,0.67005974
0,0,0,0.14750409
0,0,1,0.52678406
0,0,0,0.060987018
0,0,0,0.1045512
0,0,0,0.062335663
0,0,0,0.09099627
0,0,0,0.07464169
0,0,0,0.057066765
0,0,0,0.09911198
1,1,1,0.6791458
1,1,1,0.67280143
0,0,0,0.046345305
0,0,0,0.11582712
0,0,0,0.09545871
0,0,0,0.052455585
0,0,1,0.6614103
1,1,0,0.074499026
0,0,1,0.7958413
0,0,0,0.07399009
0,0,0,0.16440456
0,0,0,0.16234343
0,0,0,0.12949751
0,0,0,0.09099634
0,0,0,0.1678855
0,0,0,0.29357383
0,0,0,0.1316282
0,0,0,0.1918181
1,1,0,0.18947276
0,0,0,0.093772046
0,0,0,0.13972043
0,0,1,0.7410935
1,1,0,0.26886237
0,0,0,0.19807877
0,0,0,0.10282629
1,1,0,0.3260954
1,1,0,0.19155823
1,1,1,0.5366747
0,0,0,0.10455165
0,0,0,0.27728158
0,0,0,0.018367574
1,1,1,0.7400556
0,0,0,0.08120981
0,0,0,0.07889916
1,1,1,0.5997148
0,0,0,0.035096668
0,0,0,0.124206945
1,1,1,0.7157021
0,0,0,0.20840952
1,1,0,0.23668995
0,0,0,0.20674744
1,1,1,0.7566824
1,1,0,0.3750734
0,0,0,0.12102743
0,0,0,0.20114146
1,1,1,0.8266994
0,0,0,0.089826174
0,0,0,0.09281513
0,0,0,0.10886487
1,1,1,0.6062152
0,0,0,0.10228358
1,1,1,0.57657576
1,1,0,0.30233437
1,1,1,0.58724254
0,0,0,0.19442277
0,0,0,0.0536317
0,0,0,0.1902515
0,0,0,0.035158005
1,1,1,0.73946327
0,0,0,0.08273167
0,0,0,0.08052132
1,1,0,0.13256748
0,0,0,0.09318435
0,0,0,0.04059158
0,0,0,0.24800429
0,0,1,0.72222906
1,1,0,0.07114315
0,0,0,0.06189633
1,1,0,0.09242049
1,1,1,0.6608761
0,0,0,0.12475426
1,1,0,0.09864694
0,0,0,0.32701245
0,0,0,0.17601745
0,0,0,0.17109069
0,0,0,0.050910994
0,0,0,0.48767927
1,1,0,0.16759305
0,0,0,0.15037547
0,0,0,0.06294678
0,0,0,0.16188395
0,0,0,0.073039405
0,0,0,0.13516538
0,0,0,0.07777638
1,1,0,0.095294856
0,0,0,0.1170353
0,0,0,0.08855761
0,0,0,0.11287987
0,0,0,0.09846729
0,0,0,0.22765076
0,0,0,0.08729161
0,0,0,0.09360245
0,0,0,0.18120976
0,0,0,0.24996167
1,1,1,0.7933684
0,0,0,0.24729913
0,0,0,0.08772843
0,0,0,0.10280288
0,0,0,0.26781413
0,0,0,0.060076255
0,0,0,0.29088753
0,0,0,0.031928394
0,0,0,0.16235733
1,1,1,0.81644213
0,0,0,0.10126915
0,0,0,0.14803338
0,0,0,0.12051179
0,0,0,0.0992303
0,0,0,0.11482823
1,1,0,0.13096765
0,0,0,0.3363541
0,0,0,0.19861837
0,0,0,0.06459115
0,0,0,0.10684289
0,0,0,0.19012034
1,1,1,0.76188827
1,1,1,0.75256604
1,1,1,0.79515797
1,1,0,0.2114026
0,0,0,0.10889206
1,1,0,0.12802278
0,0,0,0.1475639
0,0,0,0.15455769
0,0,0,0.15606554
0,0,0,0.15346582
0,0,0,0.08877833
0,0,0,0.10826597
0,0,0,0.25962454
1,1,0,0.30354747
0,0,0,0.07225205
0,0,0,0.2216744
1,1,0,0.23283496
0,0,0,0.22582966
1,1,1,0.60541505
0,0,0,0.08305888
0,0,0,0.111892484
0,0,0,0.033928942
0,0,0,0.18512502
0,0,0,0.095111065
0,0,0,0.12222278
1,1,1,0.6845547
0,0,0,0.124809556
0,0,1,0.7994319
0,0,0,0.1842789
0,0,0,0.11740599
0,0,0,0.119625926
0,0,0,0.35407987
0,0,0,0.05528871
1,1,0,0.081362285
0,0,0,0.20661853
0,0,0,0.13984822
0,0,0,0.16673028
0,0,0,0.14636688
0,0,0,0.1695338
0,0,0,0.10192945
0,0,0,0.08564819
0,0,0,0.07902071
0,0,0,0.09765091
0,0,0,0.08560645
0,0,0,0.08954228
1,1,0,0.14230938
0,0,0,0.21548261
0,0,0,0.18646994
0,0,0,0.09332219
0,0,0,0.11732261
0,0,0,0.117900506
0,0,0,0.105512716
0,0,0,0.12582785
1,1,0,0.21406762
1,1,1,0.77257496
0,0,0,0.16720565
1,1,0,0.12928042
0,0,0,0.11760061
0,0,0,0.20642869
0,0,0,0.10468148
0,0,0,0.07142005
1,1,0,0.30968004
0,0,0,0.12120433
0,0,0,0.094104014
0,0,0,0.14598148
1,1,0,0.06703244
0,0,0,0.072376534
0,0,0,0.10840176
0,0,0,0.05439917
0,0,0,0.20043042
0,0,0,0.13908976
0,0,0,0.1656272
0,0,0,0.16315846
0,0,0,0.20323129
0,0,0,0.06910874
0,0,0,0.10552862
1,1,1,0.56730556
1,1,0,0.33225256
0,0,0,0.108061835
1,1,1,0.6109919
0,0,0,0.06496399
0,0,0,0.09820122
0,0,0,0.31975672
0,0,0,0.06466807
0,0,0,0.10734741
0,0,0,0.15774055
0,0,0,0.08043173
0,0,1,0.82731146
0,0,0,0.14472605
0,0,0,0.1315137
1,1,0,0.12984222
0,0,0,0.15498494
1,1,1,0.7409184
1,1,0,0.13107042
0,0,0,0.15583462
0,0,0,0.07705947
0,0,0,0.12528254
0,0,1,0.7630509
0,0,0,0.09790048
1,1,1,0.72182894
0,0,0,0.097940095
0,0,0,0.11772858
0,0,0,0.42936027
1,1,0,0.11232554
0,0,0,0.10553896
0,0,0,0.09979768
0,0,0,0.08437833
0,0,0,0.23360366
0,0,0,0.12882964
0,0,0,0.07528734
0,0,0,0.14704157
0,0,0,0.0812942
0,0,0,0.051153637
0,0,0,0.23697203
0,0,0,0.1073466
0,0,0,0.18466812
0,0,0,0.10205545
0,0,1,0.55027837
0,0,0,0.23768842
0,0,0,0.10334127
0,0,0,0.075956166
0,0,0,0.07747672
0,0,0,0.066519976
0,0,1,0.70467293
0,0,0,0.3054917
0,0,0,0.2217929
0,0,0,0.18342143
0,0,0,0.16826859
0,0,0,0.17774361
0,0,0,0.18466392
0,0,1,0.7519514
0,0,0,0.13911194
0,0,0,0.135713
0,0,0,0.36003098
0,0,0,0.18613796
0,0,0,0.3244229
0,0,1,0.6506601
0,0,0,0.12795128
0,0,0,0.11867922
1,1,0,0.12996745
1,1,0,0.25526324
0,0,0,0.19764645
0,0,0,0.060308207
0,0,0,0.13055804
0,0,0,0.09834591
1,1,1,0.65001273
0,0,0,0.1094234
0,0,0,0.18702503
0,0,0,0.13715
0,0,0,0.09121338
0,0,0,0.17868745
0,0,0,0.2607601
0,0,0,0.34896106
0,0,0,0.11242631
0,0,0,0.123899534
1,1,0,0.3281856
0,0,0,0.14944805
0,0,0,0.07970835
0,0,0,0.33501914
0,0,0,0.24055763
1,1,0,0.13213244
0,0,0,0.3149703
0,0,0,0.080646805
0,0,0,0.13941322
0,0,0,0.18141171
1,1,0,0.20064193
1,1,0,0.087848805
0,0,0,0.21311049
0,0,0,0.12497899
0,0,0,0.13065334
1,1,1,0.761712
0,0,0,0.09330056
0,0,0,0.083619945
0,0,0,0.12500274
1,1,1,0.8502039
0,0,0,0.16396226
0,0,0,0.21650198
1,1,0,0.29488117
0,0,0,0.08430299
0,0,0,0.3318026
0,0,0,0.23281571
0,0,0,0.074662365
0,0,0,0.14238253
0,0,0,0.25893947
0,0,1,0.55464876
0,0,0,0.07389459
1,1,1,0.69840974
0,0,0,0.15236689
1,1,0,0.26310524
0,0,0,0.05184563
0,0,0,0.16001244
0,0,0,0.15317082
0,0,0,0.061672207
0,0,1,0.57090074
1,1,0,0.254664
0,0,0,0.13567637
0,0,0,0.045229748
0,0,1,0.61109453
1,1,0,0.15457663
0,0,0,0.083344765
0,0,0,0.12057401
0,0,0,0.25835344
0,0,0,0.061098736
0,0,0,0.049979623
1,1,0,0.28408167
1,1,1,0.817164
0,0,0,0.10793508
0,0,0,0.10158688
0,0,0,0.13430956
0,0,0,0.08769279
1,1,1,0.6460883
0,0,0,0.17129116
0,0,0,0.19726911
0,0,0,0.2607601
0,0,0,0.0737038
0,0,0,0.13116698
0,0,0,0.13473012
1,1,1,0.68246293
0,0,0,0.119791836
0,0,0,0.12382882
0,0,0,0.20323773
1,1,0,0.39048317
0,0,0,0.061034165
0,0,0,0.1267601
0,0,0,0.33021903
0,0,0,0.046681512
0,0,0,0.12523097
0,0,0,0.11916798
0,0,1,0.6959434
0,0,0,0.19050652
0,0,0,0.18487875
0,0,0,0.068748906
0,0,0,0.14843
0,0,0,0.09496233
0,0,0,0.10446146
0,0,0,0.31294313
0,0,0,0.07170879
1,1,0,0.3641737
0,0,0,0.07987538
0,0,0,0.110237904
1,1,1,0.7975101
0,0,0,0.04576712
1,1,1,0.5013481
0,0,0,0.32739195
0,0,0,0.110007085
1,1,0,0.49988416
0,0,0,0.11996025
1,1,0,0.10754672
0,0,0,0.066948794
1,1,0,0.2974916
0,0,0,0.06568391
0,0,0,0.1352554
0,0,0,0.19727582
0,0,0,0.09945337
0,0,0,0.3169884
1,1,0,0.25473905
0,0,0,0.10004208
0,0,0,0.1092698
0,0,1,0.72791255
0,0,0,0.11314987
0,0,0,0.09146059
0,0,0,0.060815457
1,1,0,0.052678384
0,0,0,0.22270557
0,0,0,0.063095436
0,0,0,0.093672395
0,0,0,0.07081027
0,0,0,0.18470654
1,1,0,0.21140963
0,0,0,0.043112494
1,1,0,0.27118453
1,1,0,0.16456498
0,0,0,0.29254422
0,0,0,0.10066322
1,1,1,0.6441495
1,1,1,0.6901272
1,1,0,0.1708026
0,0,0,0.09692651
1,1,0,0.078485236
0,0,0,0.0946512
0,0,0,0.10727888
1,1,0,0.091448404
0,0,0,0.09803485
0,0,0,0.05228955
0,0,0,0.15775506
0,0,0,0.2567683
0,0,0,0.15516149
0,0,0,0.29228297
0,0,0,0.09912927
0,0,0,0.32012764
0,0,0,0.13657737
0,0,0,0.36159065
0,0,0,0.17404683
0,0,1,0.8023015
0,0,0,0.10167896
0,0,0,0.18247086
1,1,0,0.27859324
0,0,0,0.12900335
0,0,0,0.13738234
0,0,0,0.1338304
1,1,0,0.11671856
0,0,0,0.12628642
0,0,0,0.12000326
1,1,0,0.29340437
0,0,0,0.09460819
0,0,1,0.787641
0,0,0,0.3460459
0,0,0,0.08772984
0,0,0,0.12339423
0,0,1,0.6233349
0,0,0,0.078864634
0,0,0,0.12636217
0,0,0,0.07498004
0,0,0,0.16921769
0,0,0,0.19309123
0,0,0,0.12967208
0,0,0,0.11684798
1,1,0,0.15476774
0,0,0,0.3631606
1,1,0,0.16052517
1,1,0,0.12605141
0,0,0,0.12049376
0,0,0,0.10327149
0,0,0,0.15931447
0,0,0,0.23218736
0,0,0,0.15026222
1,1,0,0.30159193
0,0,0,0.10793338
0,0,0,0.10191878
0,0,0,0.10157359
1,1,0,0.4858897
0,0,0,0.13665831
0,0,0,0.092404194
0,0,0,0.06771137
0,0,0,0.1074701
1,1,0,0.26397118
0,0,0,0.19164033
0,0,0,0.15295732
1,1,0,0.24238183
0,0,1,0.69422346
0,0,0,0.27124408
0,0,0,0.11292501
0,0,0,0.19254518
0,0,0,0.1395563
0,0,0,0.06793944
0,0,0,0.055827364
0,0,0,0.14828846
0,0,1,0.60313565
1,1,0,0.44669554
0,0,0,0.1369945
0,0,0,0.29281735
0,0,0,0.14796466
0,0,0,0.09665709
0,0,0,0.08855788
0,0,1,0.7863002
0,0,0,0.11490244
0,0,0,0.044866454
0,0,0,0.2918581
0,0,0,0.18369348
1,1,0,0.13557391
0,0,0,0.10922388
0,0,0,0.18915026
1,1,0,0.105562545
1,1,0,0.34253588
0,0,0,0.40018
1,1,0,0.16389745
0,0,0,0.2141077
0,0,0,0.20068638
1,1,0,0.14209536
0,0,0,0.2851386
0,0,0,0.13070935
1,1,1,0.72513515
0,0,0,0.0869183
0,0,0,0.06869135
1,1,0,0.47000828
0,0,0,0.16530733
0,0,0,0.106892884
0,0,0,0.17734241
0,0,0,0.14602995
0,0,0,0.16604248
0,0,0,0.12760212
0,0,0,0.09556865
1,1,0,0.31202483
0,0,0,0.0731697
0,0,0,0.10952221
0,0,0,0.2247327
0,0,0,0.15973608
0,0,0,0.13456908
1,1,0,0.1600046
0,0,0,0.14374796
0,0,0,0.09462401
0,0,0,0.054964602
0,0,0,0.06922116
0,0,0,0.21867743
1,1,0,0.30706427
0,0,0,0.082814
1,1,0,0.119506955
0,0,0,0.2041556
0,0,0,0.07007228
0,0,0,0.12447838
0,0,0,0.106861204
0,0,0,0.08497502
0,0,0,0.12423509
0,0,0,0.12935439
1,1,1,0.6500632
0,0,0,0.18553689
0,0,0,0.14759225
1,1,1,0.6586263
0,0,0,0.05505751
0,0,0,0.1828249
0,0,0,0.0598727
0,0,0,0.07469024
0,0,0,0.17466314
0,0,0,0.095780626
0,0,0,0.2929596
0,0,0,0.09434734
0,0,0,0.14713325
0,0,0,0.1314906
1,1,1,0.7509622
1,1,0,0.19995645
1,1,1,0.568219
0,0,0,0.05883891
0,0,0,0.15343373
0,0,0,0.14886762
0,0,0,0.04605539
0,0,0,0.20689395
0,0,0,0.05888347
0,0,0,0.12565032
0,0,0,0.1483634
0,0,0,0.11252001
0,0,0,0.14249492
1,1,0,0.12084404
0,0,0,0.077063486
0,0,0,0.37539715
0,0,0,0.10327684
0,0,0,0.12322228
0,0,0,0.10688243
0,0,0,0.06847569
0,0,0,0.10855788
0,0,0,0.21891122
0,0,0,0.055213813
0,0,0,0.08135017
0,0,1,0.6406975
0,0,1,0.6084249
0,0,0,0.11206293
0,0,0,0.15352292
0,0,0,0.044549603
0,0,0,0.08456882
0,0,0,0.07117183
0,0,0,0.4341436
0,0,0,0.06383424
0,0,0,0.07464177
0,0,0,0.11897549
0,0,0,0.12469023
0,0,0,0.049540434
0,0,0,0.1794906
0,0,0,0.0922265
1,1,0,0.1910973
0,0,0,0.12501872
0,0,0,0.07470165
0,0,0,0.086596206
1,1,0,0.23879966
0,0,0,0.09114062
0,0,0,0.10673425
0,0,0,0.1379862
0,0,0,0.29656255
0,0,1,0.5637221
0,0,0,0.37607384
0,0,0,0.10295786
0,0,0,0.13897525
1,1,1,0.7444225
0,0,0,0.18856421
0,0,0,0.1316436
0,0,0,0.11082032
1,1,0,0.18003824
0,0,0,0.24894051
0,0,1,0.61735725
0,0,0,0.15415482
0,0,0,0.08673071
0,0,0,0.26332286
1,1,0,0.36562285
0,0,0,0.18524963
1,1,1,0.6830072
0,0,0,0.14165956
0,0,0,0.08557461
1,1,1,0.58930576
0,0,0,0.08818591
1,1,0,0.051027916
0,0,0,0.11176702
1,1,1,0.75159335
0,0,0,0.045569193
1,1,0,0.11867011
1,1,1,0.57539326
0,0,0,0.114670254
0,0,0,0.037756216
0,0,0,0.06867075
0,0,0,0.111360565
0,0,0,0.118127964
0,0,0,0.05445936
0,0,0,0.18165812
0,0,0,0.07860744
0,0,0,0.08468577
0,0,0,0.24660078
0,0,0,0.35886186
0,0,0,0.09513196
0,0,1,0.62927896
0,0,0,0.24631691
0,0,0,0.14506502
0,0,0,0.14257345
0,0,0,0.20221308
0,0,0,0.07608852
0,0,0,0.09980843
0,0,0,0.13033718
0,0,0,0.08963432
1,1,0,0.37611175
0,0,0,0.13086976
0,0,0,0.15063879
0,0,0,0.1491657
0,0,0,0.26663384
0,0,0,0.21779627
1,1,1,0.53040457
1,1,1,0.56033534
0,0,0,0.13236852
0,0,0,0.07855073
0,0,0,0.12823582
1,1,1,0.6613864
0,0,0,0.14699948
0,0,0,0.051410485
0,0,1,0.60284615
1,1,1,0.6053736
1,1,1,0.65216094
0,0,0,0.1561074
0,0,0,0.07865399
0,0,0,0.13381615
0,0,0,0.19731165
1,1,0,0.2866424
0,0,0,0.115330406
0,0,0,0.49197218
0,0,0,0.06768272
1,1,0,0.37413424
0,0,0,0.10679894
1,1,1,0.7788588
0,0,0,0.28837112
0,0,0,0.026874326
0,0,0,0.06190993
0,0,0,0.068399526
0,0,0,0.1857151
0,0,0,0.14305274
0,0,0,0.051353022
0,0,0,0.060080804
1,1,1,0.6578256
0,0,0,0.11305848
0,0,0,0.11182793
0,0,0,0.11392732
0,0,0,0.15898839
0,0,0,0.1278419
0,0,0,0.07851414
1,1,0,0.26623407
0,0,0,0.2363873
1,1,0,0.4732152
0,0,0,0.042004336
1,1,1,0.63312113
0,0,0,0.08616442
1,1,0,0.28823268
0,0,0,0.1543629
0,0,0,0.034258354
0,0,0,0.07387066
0,0,0,0.11673635
0,0,0,0.070519015
0,0,0,0.107057855
0,0,0,0.054425634
0,0,0,0.09668736
1,1,1,0.75896454
1,1,1,0.66486204
1,1,0,0.14876267
0,0,0,0.3390567
0,0,0,0.07290673
0,0,0,0.07181987
1,1,1,0.7134164
1,1,0,0.38190228
0,0,0,0.13965876
0,0,0,0.1205184
0,0,1,0.755543
1,1,0,0.113366924
0,0,0,0.41383985
0,0,0,0.080937274
0,0,1,0.7570845
0,0,0,0.10571462
0,0,0,0.20533888
0,0,0,0.03628153
0,0,0,0.12972085
1,1,1,0.69621193
1,1,0,0.15301196
0,0,0,0.31975672
1,1,0,0.35466927
0,0,0,0.10988904
0,0,0,0.49171945
0,0,0,0.21672401
1,1,1,0.79901075
0,0,0,0.073812746
0,0,0,0.08686581
0,0,0,0.04282335
0,0,0,0.05658557
0,0,0,0.14446892
0,0,0,0.04772922
0,0,0,0.103386074
0,0,0,0.16724518
0,0,0,0.35399732
0,0,0,0.32122138
0,0,0,0.2542867
1,1,0,0.49030617
0,0,0,0.12922776
0,0,0,0.14224061
0,0,0,0.34357125
0,0,0,0.112796515
1,1,1,0.6568442
1,1,0,0.0745579
0,0,0,0.1324115
1,1,0,0.22934066
0,0,0,0.23131508
0,0,0,0.13046668
1,1,1,0.8532093
0,0,0,0.15485507
0,0,0,0.08692308
0,0,0,0.2247327
0,0,0,0.21857469
0,0,0,0.090924084
0,0,0,0.08237293
0,0,0,0.07144836
0,0,0,0.3512808
0,0,0,0.29882088
1,1,0,0.25669643
0,0,0,0.08326154
1,1,0,0.31302038
0,0,0,0.13362086
0,0,1,0.63163817
0,0,0,0.09416512
1,1,0,0.22196068
1,1,1,0.8103925
0,0,0,0.0863521
0,0,0,0.12608628
0,0,0,0.21548261
0,0,0,0.10966621
1,1,0,0.03886334
1,1,1,0.83073044
0,0,0,0.09682745
0,0,0,0.31705
0,0,0,0.07332716
0,0,0,0.09652594
1,1,1,0.68964094
0,0,0,0.11894656
0,0,0,0.0806201
1,1,1,0.7393217
0,0,0,0.08430885
0,0,0,0.14062388
1,1,0,0.09992308
0,0,0,0.18131897
0,0,0,0.070261106
1,1,1,0.65478265
0,0,0,0.036780387
0,0,0,0.18015482
1,1,1,0.65203404
0,0,0,0.21208513
0,0,0,0.090574384
0,0,0,0.09770794
0,0,0,0.056412876
